[2026-08-10T13:17:16.874Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.709Z] COMPANY: "Bhageria Industries Limited" | QUERIES: ["Bhageria Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.711Z] COMPANY: "Bhagyanagar India Limited" | QUERIES: ["Bhagyanagar India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.717Z] COMPANY: "Bhandari Hosiery Exports Limited" | QUERIES: ["Bhandari Hosiery Exports Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 4ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.721Z] COMPANY: "Bharat Coking Coal Limited" | QUERIES: ["Bharat Coking Coal Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.727Z] COMPANY: "Bharat Forge Limited" | QUERIES: ["Bharat Forge Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.729Z] COMPANY: "Bharat Gears Limited" | QUERIES: ["Bharat Gears Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.732Z] COMPANY: "Bharat Rasayan Limited" | QUERIES: ["Bharat Rasayan Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.738Z] COMPANY: "Bharat Seats Limited" | QUERIES: ["Bharat Seats Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.741Z] COMPANY: "Bharat Wire Ropes Limited" | QUERIES: ["Bharat Wire Ropes Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.747Z] COMPANY: "Bharti Airtel Limited" | QUERIES: ["Bharti Airtel Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.748Z] COMPANY: "Bharti Hexacom Limited" | QUERIES: ["Bharti Hexacom Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.749Z] COMPANY: "Bharat Heavy Electricals Limited" | QUERIES: ["Bharat Heavy Electricals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.756Z] COMPANY: "Bilcare Limited" | QUERIES: ["Bilcare Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.759Z] COMPANY: "Bigbloc Construction Limited" | QUERIES: ["Bigbloc Construction Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.762Z] COMPANY: "Bikaji Foods International Limited" | QUERIES: ["Bikaji Foods International Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.770Z] COMPANY: "Bhartiya International Limited" | QUERIES: ["Bhartiya International Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.771Z] COMPANY: "BIL VYAPAR LIMITED" | QUERIES: ["BIL VYAPAR LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.772Z] COMPANY: "Bimetal Bearings Limited" | QUERIES: ["Bimetal Bearings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.777Z] COMPANY: "Biocon Limited" | QUERIES: ["Biocon Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.781Z] COMPANY: "Biofil Chemicals & Pharmaceuticals Limited" | QUERIES: ["Biofil Chemicals & Pharmaceuticals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.785Z] COMPANY: "Birla Cable Limited" | QUERIES: ["Birla Cable Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.788Z] COMPANY: "Birla Corporation Limited" | QUERIES: ["Birla Corporation Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.789Z] COMPANY: "Aditya Birla Money Limited" | QUERIES: ["Aditya Birla Money Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.794Z] COMPANY: "BirlaNu Limited" | QUERIES: ["BirlaNu Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.796Z] COMPANY: "Birla Precision Technologies Limited" | QUERIES: ["Birla Precision Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.801Z] COMPANY: "BLACKBUCK LIMITED" | QUERIES: ["BLACKBUCK LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.803Z] COMPANY: "Black Rose Inds. Limited" | QUERIES: ["Black Rose Inds. Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.809Z] COMPANY: "BEML Land Assets Limited" | QUERIES: ["BEML Land Assets Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.813Z] COMPANY: "BLB Limited" | QUERIES: ["BLB Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.821Z] COMPANY: "Balmer Lawrie Investments Limited" | QUERIES: ["Balmer Lawrie Investments Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 4ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.822Z] COMPANY: "Bliss GVS Pharma Limited" | QUERIES: ["Bliss GVS Pharma Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.823Z] COMPANY: "B. L. Kashyap and Sons Limited" | QUERIES: ["B. L. Kashyap and Sons Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.831Z] COMPANY: "BLS International Services Limited" | QUERIES: ["BLS International Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.840Z] COMPANY: "BLS E-Services Limited" | QUERIES: ["BLS E-Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.841Z] COMPANY: "Blue Chip India Limited" | QUERIES: ["Blue Chip India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.847Z] COMPANY: "Blue Coast Hotels Limited" | QUERIES: ["Blue Coast Hotels Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.851Z] COMPANY: "Blue Dart Express Limited" | QUERIES: ["Blue Dart Express Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.856Z] COMPANY: "Blue Jet Healthcare Limited" | QUERIES: ["Blue Jet Healthcare Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.857Z] COMPANY: "Blue Star Limited" | QUERIES: ["Blue Star Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.868Z] COMPANY: "BlueStone Jewellery and Lifestyle Limited" | QUERIES: ["BlueStone Jewellery and Lifestyle Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.869Z] COMPANY: "Bluspring Enterprises Limited" | QUERIES: ["Bluspring Enterprises Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.870Z] COMPANY: "BMW Ventures Limited" | QUERIES: ["BMW Ventures Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.880Z] COMPANY: "BN Agrochem Limited" | QUERIES: ["BN Agrochem Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.880Z] COMPANY: "B & A Limited" | QUERIES: ["B & A Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.881Z] COMPANY: "Bodal Chemicals Limited" | QUERIES: ["Bodal Chemicals Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.893Z] COMPANY: "Bohra Industries Limited" | QUERIES: ["Bohra Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.896Z] COMPANY: "Bombay Dyeing & Mfg Company Limited" | QUERIES: ["Bombay Dyeing & Mfg Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.898Z] COMPANY: "Bonlon Industries Limited" | QUERIES: ["Bonlon Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.904Z] COMPANY: "Borana Weaves Limited" | QUERIES: ["Borana Weaves Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.909Z] COMPANY: "Borosil Limited" | QUERIES: ["Borosil Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.912Z] COMPANY: "BOROSIL RENEWABLES LIMITED" | QUERIES: ["BOROSIL RENEWABLES LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.916Z] COMPANY: "Borosil Scientific Limited" | QUERIES: ["Borosil Scientific Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.917Z] COMPANY: "BOSCH HOME COMFORT INDIA LIMITED" | QUERIES: ["BOSCH HOME COMFORT INDIA LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.922Z] COMPANY: "Bosch Limited" | QUERIES: ["Bosch Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.924Z] COMPANY: "Bharat Petroleum Corporation Limited" | QUERIES: ["Bharat Petroleum Corporation Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.926Z] COMPANY: "BPL Limited" | QUERIES: ["BPL Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.929Z] COMPANY: "Brigade Enterprises Limited" | QUERIES: ["Brigade Enterprises Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.930Z] COMPANY: "Brigade Hotel Ventures Limited" | QUERIES: ["Brigade Hotel Ventures Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.932Z] COMPANY: "Britannia Industries Limited" | QUERIES: ["Britannia Industries Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.934Z] COMPANY: "Bharat Road Network Limited" | QUERIES: ["Bharat Road Network Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.937Z] COMPANY: "Brooks Laboratories Limited" | QUERIES: ["Brooks Laboratories Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.941Z] COMPANY: "BSE Limited" | QUERIES: ["BSE Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.945Z] COMPANY: "Bombay Super Hybrid Seeds Limited" | QUERIES: ["Bombay Super Hybrid Seeds Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.947Z] COMPANY: "BSL Limited" | QUERIES: ["BSL Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.950Z] COMPANY: "BIRLASOFT LIMITED" | QUERIES: ["BIRLASOFT LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.951Z] COMPANY: "Bodhi Tree Multimedia Limited" | QUERIES: ["Bodhi Tree Multimedia Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.957Z] COMPANY: "Bhilwara Technical Textiles Limited" | QUERIES: ["Bhilwara Technical Textiles Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.962Z] COMPANY: "Shankara Buildpro Limited" | QUERIES: ["Shankara Buildpro Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.967Z] COMPANY: "Butterfly Gandhimathi Appliances Limited" | QUERIES: ["Butterfly Gandhimathi Appliances Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.971Z] COMPANY: "Barak Valley Cements Limited" | QUERIES: ["Barak Valley Cements Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.973Z] COMPANY: "The Byke Hospitality Ltd" | QUERIES: ["The Byke Hospitality Ltd" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.977Z] COMPANY: "California Software Company Limited" | QUERIES: ["California Software Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.981Z] COMPANY: "Camlin Fine Sciences Limited" | QUERIES: ["Camlin Fine Sciences Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.982Z] COMPANY: "Campus Activewear Limited" | QUERIES: ["Campus Activewear Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.985Z] COMPANY: "Computer Age Management Services Limited" | QUERIES: ["Computer Age Management Services Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.988Z] COMPANY: "Canara Bank" | QUERIES: ["Canara Bank" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.989Z] COMPANY: "Can Fin Homes Limited" | QUERIES: ["Can Fin Homes Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.999Z] COMPANY: "Canara HSBC Life Insurance Company Limited" | QUERIES: ["Canara HSBC Life Insurance Company Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:17.999Z] COMPANY: "Cantabil Retail India Limited" | QUERIES: ["Cantabil Retail India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.008Z] COMPANY: "Capacit'e Infraprojects Limited" | QUERIES: ["Capacit'e Infraprojects Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 8ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.010Z] COMPANY: "Capillary Technologies India Limited" | QUERIES: ["Capillary Technologies India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.018Z] COMPANY: "Capital Small Finance Bank Limited" | QUERIES: ["Capital Small Finance Bank Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.024Z] COMPANY: "Caplin Point Laboratories Limited" | QUERIES: ["Caplin Point Laboratories Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 5ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.028Z] COMPANY: "Capital Trust Limited" | QUERIES: ["Capital Trust Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.033Z] COMPANY: "Carborundum Universal Limited" | QUERIES: ["Carborundum Universal Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.037Z] COMPANY: "CARE Ratings Limited" | QUERIES: ["CARE Ratings Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.045Z] COMPANY: "Carraro India Limited" | QUERIES: ["Carraro India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.047Z] COMPANY: "Cartrade Tech Limited" | QUERIES: ["Cartrade Tech Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 2ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.053Z] COMPANY: "CARYSIL LIMITED" | QUERIES: ["CARYSIL LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.054Z] COMPANY: "Castrol India Limited" | QUERIES: ["Castrol India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.062Z] COMPANY: "AvenuesAI Limited" | QUERIES: ["AvenuesAI Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.063Z] COMPANY: "Consolidated Construction Consortium Limited" | QUERIES: ["Consolidated Construction Consortium Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.067Z] COMPANY: "Country Club Hospitality & Holidays Limited" | QUERIES: ["Country Club Hospitality & Holidays Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.072Z] COMPANY: "CCL Products (India) Limited" | QUERIES: ["CCL Products (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.078Z] COMPANY: "Central Depository Services (India) Limited" | QUERIES: ["Central Depository Services (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.078Z] COMPANY: "CEAT Limited" | QUERIES: ["CEAT Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.083Z] COMPANY: "Ceigall India Limited" | QUERIES: ["Ceigall India Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.087Z] COMPANY: "Ceinsys Tech Limited" | QUERIES: ["Ceinsys Tech Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 2ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.093Z] COMPANY: "Celebrity Fashions Limited" | QUERIES: ["Celebrity Fashions Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.098Z] COMPANY: "Cello World Limited" | QUERIES: ["Cello World Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.102Z] COMPANY: "Cemindia Projects Limited" | QUERIES: ["Cemindia Projects Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 3ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.106Z] COMPANY: "Century Enka Limited" | QUERIES: ["Century Enka Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 3ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.107Z] COMPANY: "Century Extrusions Limited" | QUERIES: ["Century Extrusions Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.111Z] COMPANY: "Central Bank of India" | QUERIES: ["Central Bank of India" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.112Z] COMPANY: "Centrum Capital Limited" | QUERIES: ["Centrum Capital Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.115Z] COMPANY: "Centum Electronics Limited" | QUERIES: ["Centum Electronics Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.119Z] COMPANY: "Century Plyboards (India) Limited" | QUERIES: ["Century Plyboards (India) Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.122Z] COMPANY: "Cera Sanitaryware Limited" | QUERIES: ["Cera Sanitaryware Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.125Z] COMPANY: "Cerebra Integrated Technologies Limited" | QUERIES: ["Cerebra Integrated Technologies Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.129Z] COMPANY: "CESC Limited" | QUERIES: ["CESC Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.130Z] COMPANY: "Concord Enviro Systems Limited" | QUERIES: ["Concord Enviro Systems Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-10T13:17:18.131Z] COMPANY: "Capri Global Capital Limited" | QUERIES: ["Capri Global Capital Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
