[2026-08-11T11:25:06.289Z] COMPANY: "Aegis Logistics Ltd" | QUERIES: ["Aegis Logistics Ltd" official website] | CANDIDATES: [https://aegislogistics.com] | SELECTED: "https://aegislogistics.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:56:56.432Z] COMPANY: "Maharashtra Scooters Ltd" | QUERIES: ["Maharashtra Scooters Ltd" official website] | CANDIDATES: [https://mahascooters.com] | SELECTED: "https://mahascooters.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:56:56.766Z] COMPANY: "Majestic Auto Ltd" | QUERIES: ["Majestic Auto Ltd" official website] | CANDIDATES: [https://majesticautos.com] | SELECTED: "https://majesticautos.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:57:00.331Z] COMPANY: "Manali Petrochemicals Ltd" | QUERIES: ["Manali Petrochemicals Ltd" official website] | CANDIDATES: [https://manalipetro.com] | SELECTED: "https://manalipetro.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:57:19.619Z] COMPANY: "Max Financial Services Ltd" | QUERIES: ["Max Financial Services Ltd" official website] | CANDIDATES: [https://maxfinancialservices.com] | SELECTED: "https://maxfinancialservices.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:57:20.721Z] COMPANY: "Mid India Industries Ltd" | QUERIES: ["Mid India Industries Ltd" official website] | CANDIDATES: [https://midindia.com] | SELECTED: "https://midindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:57:31.342Z] COMPANY: "Century Enka Ltd" | QUERIES: ["Century Enka Ltd" official website] | CANDIDATES: [https://centuryenka.com] | SELECTED: "https://centuryenka.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:57:32.985Z] COMPANY: "Lords Chloro Alkali Ltd" | QUERIES: ["Lords Chloro Alkali Ltd" official website] | CANDIDATES: [https://lordschloro.com] | SELECTED: "https://lordschloro.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:57:51.366Z] COMPANY: "Spicejet Ltd" | QUERIES: ["Spicejet Ltd" official website] | CANDIDATES: [https://spicejet.com] | SELECTED: "https://spicejet.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:57:55.162Z] COMPANY: "MRF Ltd" | QUERIES: ["MRF Ltd" official website] | CANDIDATES: [https://mrfood.com] | SELECTED: "https://mrfood.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:58:05.880Z] COMPANY: "HeidelbergCement India Ltd" | QUERIES: ["HeidelbergCement India Ltd" official website] | CANDIDATES: [https://mycemco.com] | SELECTED: "https://mycemco.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:58:12.390Z] COMPANY: "NCC Ltd" | QUERIES: ["NCC Ltd" official website] | CANDIDATES: [https://ncclimited.com] | SELECTED: "https://ncclimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:58:14.541Z] COMPANY: "Vedanta Ltd" | QUERIES: ["Vedanta Ltd" official website] | CANDIDATES: [https://vedantalimited.com] | SELECTED: "https://vedantalimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:58:34.704Z] COMPANY: "Grasim Industries Ltd" | QUERIES: ["Grasim Industries Ltd" official website] | CANDIDATES: [https://grasim.com] | SELECTED: "https://grasim.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:58:39.719Z] COMPANY: "NIIT Ltd" | QUERIES: ["NIIT Ltd" official website] | CANDIDATES: [https://niit.com] | SELECTED: "https://niit.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:58:57.549Z] COMPANY: "Jaykay Enterprises Ltd" | QUERIES: ["Jaykay Enterprises Ltd" official website] | CANDIDATES: [https://jaykaydowdall.com] | SELECTED: "https://jaykaydowdall.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:58:59.891Z] COMPANY: "Nirlon Ltd" | QUERIES: ["Nirlon Ltd" official website] | CANDIDATES: [https://nirlonkitchenware.com] | SELECTED: "https://nirlonkitchenware.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:59:11.376Z] COMPANY: "Oil and Natural Gas Corporation Ltd" | QUERIES: ["Oil and Natural Gas Corporation Ltd" official website] | CANDIDATES: [https://ongcindia.com] | SELECTED: "https://ongcindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:59:28.315Z] COMPANY: "Oriental Hotels Ltd" | QUERIES: ["Oriental Hotels Ltd" official website] | CANDIDATES: [https://oriental-hotels.com] | SELECTED: "https://oriental-hotels.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:59:48.643Z] COMPANY: "Oswal Agro Mills Ltd" | QUERIES: ["Oswal Agro Mills Ltd" official website] | CANDIDATES: [https://oswalagromills.com] | SELECTED: "https://oswalagromills.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:59:59.130Z] COMPANY: "Panyam Cements & Mineral Industries Ltd" | QUERIES: ["Panyam Cements & Mineral Industries Ltd" official website] | CANDIDATES: [https://panyamcements.com] | SELECTED: "https://panyamcements.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:00:08.898Z] COMPANY: "Reliance Industries Ltd" | QUERIES: ["Reliance Industries Ltd" official website] | CANDIDATES: [https://reliancedigital.in] | SELECTED: "https://reliancedigital.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:00:10.570Z] COMPANY: "Raymond Ltd" | QUERIES: ["Raymond Ltd" official website] | CANDIDATES: [https://raymond.in] | SELECTED: "https://raymond.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:00:18.959Z] COMPANY: "Pidilite Industries Ltd" | QUERIES: ["Pidilite Industries Ltd" official website] | CANDIDATES: [https://pidilite.com] | SELECTED: "https://pidilite.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:00:29.652Z] COMPANY: "Pix Transmissions Ltd" | QUERIES: ["Pix Transmissions Ltd" official website] | CANDIDATES: [https://pixtrans.com] | SELECTED: "https://pixtrans.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:00:50.132Z] COMPANY: "Birla Corporation Ltd" | QUERIES: ["Birla Corporation Ltd" official website] | CANDIDATES: [https://birlasoft.com] | SELECTED: "https://birlasoft.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:00:52.172Z] COMPANY: "Surya Roshni Ltd" | QUERIES: ["Surya Roshni Ltd" official website] | CANDIDATES: [https://surya.co.in] | SELECTED: "https://surya.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:01:04.521Z] COMPANY: "Prime Securities Ltd" | QUERIES: ["Prime Securities Ltd" official website] | CANDIDATES: [https://primesec.com] | SELECTED: "https://primesec.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:01:27.260Z] COMPANY: "Prism Johnson Ltd" | QUERIES: ["Prism Johnson Ltd" official website] | CANDIDATES: [https://prismjohnson.in] | SELECTED: "https://prismjohnson.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:01:43.963Z] COMPANY: "Rain Industries Ltd" | QUERIES: ["Rain Industries Ltd" official website] | CANDIDATES: [https://rainbowshops.com] | SELECTED: "https://rainbowshops.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:02:11.193Z] COMPANY: "AMJ Land Holdings Ltd" | QUERIES: ["AMJ Land Holdings Ltd" official website] | CANDIDATES: [https://amjlandscaping.com] | SELECTED: "https://amjlandscaping.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:02:29.878Z] COMPANY: "Punjab Communications Ltd" | QUERIES: ["Punjab Communications Ltd" official website] | CANDIDATES: [https://puncom.com] | SELECTED: "https://puncom.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:02:49.226Z] COMPANY: "RSWM Ltd" | QUERIES: ["RSWM Ltd" official website] | CANDIDATES: [https://rswm.in] | SELECTED: "https://rswm.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:02:55.114Z] COMPANY: "Rajshree Sugars & Chemicals Ltd" | QUERIES: ["Rajshree Sugars & Chemicals Ltd" official website] | CANDIDATES: [https://rajshreesugars.com] | SELECTED: "https://rajshreesugars.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:00.091Z] COMPANY: "Rallis India Ltd" | QUERIES: ["Rallis India Ltd" official website] | CANDIDATES: [https://rallis.com] | SELECTED: "https://rallis.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:01.638Z] COMPANY: "Shree Rama Newsprint Ltd" | QUERIES: ["Shree Rama Newsprint Ltd" official website] | CANDIDATES: [https://ramanewsprint.com] | SELECTED: "https://ramanewsprint.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:17.151Z] COMPANY: "Rama Paper Mills Ltd" | QUERIES: ["Rama Paper Mills Ltd" official website] | CANDIDATES: [https://ramapaper.com] | SELECTED: "https://ramapaper.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:21.639Z] COMPANY: "Rapicut Carbides Ltd" | QUERIES: ["Rapicut Carbides Ltd" official website] | CANDIDATES: [https://rapicutcarbides.com] | SELECTED: "https://rapicutcarbides.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:36.612Z] COMPANY: "Rubfila International Ltd" | QUERIES: ["Rubfila International Ltd" official website] | CANDIDATES: [https://rubfila.com] | SELECTED: "https://rubfila.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:37.040Z] COMPANY: "Patanjali Foods Ltd" | QUERIES: ["Patanjali Foods Ltd" official website] | CANDIDATES: [https://patanjalifoods.com] | SELECTED: "https://patanjalifoods.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:39.370Z] COMPANY: "Salora International Ltd" | QUERIES: ["Salora International Ltd" official website] | CANDIDATES: [https://salora.com] | SELECTED: "https://salora.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:03:41.161Z] COMPANY: "Samtel India Ltd" | QUERIES: ["Samtel India Ltd" official website] | CANDIDATES: [https://samtel.co] | SELECTED: "https://samtel.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:04:03.184Z] COMPANY: "Jindal Saw Ltd" | QUERIES: ["Jindal Saw Ltd" official website] | CANDIDATES: [https://jindalsaw.com] | SELECTED: "https://jindalsaw.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:04:04.926Z] COMPANY: "JK Lakshmi Cement Ltd" | QUERIES: ["JK Lakshmi Cement Ltd" official website] | CANDIDATES: [https://jklakshmicement.com] | SELECTED: "https://jklakshmicement.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:04:08.545Z] COMPANY: "Shree Cement Ltd" | QUERIES: ["Shree Cement Ltd" official website] | CANDIDATES: [https://shreecementlimited.com] | SELECTED: "https://shreecementlimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:04:17.900Z] COMPANY: "Shree Krishna Paper Mills & Industries Ltd" | QUERIES: ["Shree Krishna Paper Mills & Industries Ltd" official website] | CANDIDATES: [https://skpmil.com] | SELECTED: "https://skpmil.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:04:33.793Z] COMPANY: "Reliance Infrastructure Ltd" | QUERIES: ["Reliance Infrastructure Ltd" official website] | CANDIDATES: [https://rinfra.com] | SELECTED: "https://rinfra.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T12:04:50.238Z] COMPANY: "Steelco Gujarat Ltd" | QUERIES: ["Steelco Gujarat Ltd" official website] | CANDIDATES: [https://steelcogujarat.com] | SELECTED: "https://steelcogujarat.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
